"filename", "language", "TypeScript", "Markdown", "JSON with Comments", "Shell Script", "JSON", "XML", "SQLite", "JavaScript", "TypeScript JSX", "PostCSS", "comment", "blank", "total"
"/home/allopze/dev/chome/bodega/app/(app)/compras/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 3, 15, 138
"/home/allopze/dev/chome/bodega/app/(app)/dashboard/loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 2, 15
"/home/allopze/dev/chome/bodega/app/(app)/dashboard/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 339, 0, 9, 31, 379
"/home/allopze/dev/chome/bodega/app/(app)/design/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 281, 0, 14, 22, 317
"/home/allopze/dev/chome/bodega/app/(app)/entregas/deliveries-table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 7, 73
"/home/allopze/dev/chome/bodega/app/(app)/entregas/loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 2, 20
"/home/allopze/dev/chome/bodega/app/(app)/entregas/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 10, 89
"/home/allopze/dev/chome/bodega/app/(app)/error.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 4, 32
"/home/allopze/dev/chome/bodega/app/(app)/layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 1, 6, 50
"/home/allopze/dev/chome/bodega/app/(app)/not-found.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 2, 20
